# Program:featureCounts v1.6.2; Command:"/scratch/Arun/Projects/example/subread-1.6.2-source/bin/featureCounts" "-t" "gene" "-a" "/scratch/Arun/Reference/Drosophila_melanogaster/Flybase/dmel-all-r6.28.gtf" "-Q" "10" "-o" "gene_count_mq10.txt" "-T" "15" "FatBody_Control_oil_16.out.bam" "FatBody_Control_oil_17.out.bam" "FatBody_Control_oil_22.out.bam" "FatBody_Control_oil_8.out.bam" "FatBody_Oil_oil_18.out.bam" "FatBody_Oil_oil_19.out.bam" "FatBody_Oil_oil_23.out.bam" "FatBody_Oil_oil_9.out.bam" "FatBody_WaspExtract_oil_20.out.bam" "FatBody_WaspExtract_oil_21.out.bam" "FatBody_WaspExtract_oil_24.out.bam" "FatBody_WaspExtract_oil_4.out.bam" "Hemocytes_Control_oil_10.out.bam" "Hemocytes_Control_oil_13.out.bam" "Hemocytes_Control_oil_1.out.bam" "Hemocytes_Control_oil_5.out.bam" "Hemocytes_Oil_oil_11.out.bam" "Hemocytes_Oil_oil_14.out.bam" "Hemocytes_Oil_oil_2.out.bam" "Hemocytes_Oil_oil_6.out.bam" "Hemocytes_WaspExtract_oil_12.out.bam" "Hemocytes_WaspExtract_oil_15.out.bam" "Hemocytes_WaspExtract_oil_3.out.bam" "Hemocytes_WaspExtract_oil_7.out.bam" 
Geneid	Chr	Start	End	Strand	Length	FatBody_Control_oil_16.out.bam	FatBody_Control_oil_17.out.bam	FatBody_Control_oil_22.out.bam	FatBody_Control_oil_8.out.bam	FatBody_Oil_oil_18.out.bam	FatBody_Oil_oil_19.out.bam	FatBody_Oil_oil_23.out.bam	FatBody_Oil_oil_9.out.bam	FatBody_WaspExtract_oil_20.out.bam	FatBody_WaspExtract_oil_21.out.bam	FatBody_WaspExtract_oil_24.out.bam	FatBody_WaspExtract_oil_4.out.bam	Hemocytes_Control_oil_10.out.bam	Hemocytes_Control_oil_13.out.bam	Hemocytes_Control_oil_1.out.bam	Hemocytes_Control_oil_5.out.bam	Hemocytes_Oil_oil_11.out.bam	Hemocytes_Oil_oil_14.out.bam	Hemocytes_Oil_oil_2.out.bam	Hemocytes_Oil_oil_6.out.bam	Hemocytes_WaspExtract_oil_12.out.bam	Hemocytes_WaspExtract_oil_15.out.bam	Hemocytes_WaspExtract_oil_3.out.bam	Hemocytes_WaspExtract_oil_7.out.bam
FBgn0040554	3R	13455511	13466106	-	10596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004049	3R	13428867	13434984	-	6118	115	46	317	46	66	99	157	95	95	217	209	247	293	39	128	207	503	234	259	277	189	121	252	251
FBgn0038161	3R	13615917	13616492	+	576	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
FBgn0038163	3R	13631942	13634861	+	2920	41	21	350	7	39	62	82	35	57	131	136	161	5	10	0	2	11	5	8	63	0	0	49	0
FBgn0015778	3R	13647004	13654527	+	7524	2548	784	3835	1060	1891	2905	3011	2262	1750	2884	3611	5305	8742	844	2670	5258	11651	5490	6655	5214	3899	2729	6086	5240
FBgn0038167	3R	13676549	13679430	+	2882	224	52	432	121	133	209	246	196	152	292	313	446	460	42	197	267	614	289	325	346	221	222	424	370
FBgn0024555	3R	13683921	13693905	+	9985	436	125	729	261	323	467	449	378	367	541	777	1069	1550	90	455	1080	2347	1065	1352	1044	745	589	1057	1065
FBgn0038170	3R	13694053	13695513	+	1461	1	0	6	1	2	6	0	1	0	1	5	7	3	0	26	5	4	4	2	5	3	1	2	1
FBgn0002937	3R	13700565	13703164	+	2600	4	2	3	3	1	9	2	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0
FBgn0038173	3R	13706757	13709129	+	2373	16	2	5	10	5	13	5	7	2	13	13	10	23	2	4	7	22	5	16	6	0	1	2	7
FBgn0038179	3R	13765756	13767103	+	1348	0	0	2	12	2	11	0	43	11	22	0	0	15	177	3	5	39	11	15	12	3	5	23	3
FBgn0038180	3R	13767549	13770732	+	3184	11	1	0	19	3	4	1	1	2	3	0	3	3	2	3	3	13	2	11	1	0	0	3	0
FBgn0038181	3R	13771495	13779317	+	7823	2	3	55	18	2	12	2	5	68	32	17	6	492	45	239	396	1736	175	1745	520	146	15	114	38
FBgn0260464	3R	13779624	13780795	+	1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038183	3R	13780964	13782082	+	1119	212	68	326	182	237	359	473	278	129	251	342	467	908	62	293	476	771	321	562	372	233	176	356	329
FBgn0000454	3R	13782288	13785676	+	3389	1260	442	2062	651	835	1650	1799	1270	1114	1518	2163	2158	5193	594	1773	2874	6372	3388	3523	2803	2177	1747	2840	2836
FBgn0051588	3R	13797953	13798025	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0051331	3R	13798198	13798270	-	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038172	3R	13703084	13705402	-	2319	449	196	556	401	353	875	586	404	405	652	777	724	558	2	211	34	79	13	62	220	7	29	19	17
FBgn0028487	3R	13695263	13700838	-	5576	102	60	361	54	73	146	143	88	88	212	208	257	132	10	33	63	128	51	86	112	28	30	68	41
FBgn0038168	3R	13679440	13687210	-	7771	179	48	304	87	107	195	195	165	108	176	222	332	470	40	132	239	522	232	303	264	180	126	249	221
FBgn0038166	3R	13675092	13676681	-	1590	117	48	230	78	66	137	165	118	71	133	228	230	516	38	157	225	512	254	348	240	188	166	288	237
FBgn0038165	3R	13667046	13674542	-	7497	2	4	9	1	3	4	2	3	2	3	8	6	35	2	2	4	20	2	8	6	6	3	5	5
FBgn0004237	3R	13656846	13660531	-	3686	2146	564	2646	702	1253	2086	2090	1542	1088	1680	2385	3603	5505	416	1664	2737	5972	2759	4104	3109	2298	1704	3820	3477
FBgn0010258	3R	13654556	13656394	-	1839	246	59	641	73	104	47	198	187	122	380	418	767	52	11	2	5	7	8	1	183	2	1	101	9
FBgn0003060	3R	13611583	13612433	-	851	1	0	1	0	0	1	0	0	1	32	1	1	1901	54	374	666	1506	71	1307	491	64	35	178	67
FBgn0038160	3R	13607078	13609246	-	2169	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
FBgn0000576	3R	13901853	13904620	+	2768	49	6	43	46	9	30	21	14	10	28	25	28	98	0	13	2	25	4	7	9	1	1	1	0
FBgn0047199	3R	13948420	13949742	+	1323	14	2	31	4	7	7	11	7	6	9	14	33	2	1	0	0	0	0	0	3	0	0	4	2
FBgn0016672	3R	13958789	13960474	+	1686	53	5	90	17	18	6	45	38	19	62	54	99	466	91	123	273	1049	626	607	543	1281	851	1216	1182
FBgn0015270	3R	13964885	13967075	+	2191	30	4	37	18	22	33	36	39	24	32	53	77	223	18	68	139	388	82	224	98	53	48	91	98
FBgn0038195	3R	14032371	14035041	+	2671	462	171	722	243	351	632	563	396	361	508	777	824	1582	119	451	723	1777	891	1213	864	1035	870	1732	1584
FBgn0038196	3R	14035018	14036398	-	1381	397	129	543	221	221	470	569	367	240	359	535	731	1251	176	398	476	1069	505	820	568	418	443	867	750
FBgn0038191	3R	13960712	13964174	-	3463	59	13	97	34	34	10	40	39	14	51	81	179	21	0	0	0	1	0	0	65	0	0	9	5
FBgn0038190	3R	13949454	13951138	-	1685	29	6	65	6	12	10	28	27	14	40	51	99	18	2	1	16	14	3	0	26	2	0	6	3
FBgn0038189	3R	13944654	13945812	-	1159	24	2	60	1	10	11	17	9	9	26	41	64	0	6	0	0	0	0	0	11	0	0	7	1
FBgn0038188	3R	13942238	13943460	-	1223	2	0	19	0	3	0	4	5	1	3	6	10	0	1	0	0	0	0	0	5	0	0	0	0
FBgn0008646	3R	13867345	13874916	-	7572	2	1	12	3	4	3	5	4	0	13	13	11	1	0	1	0	2	0	7	1	1	0	0	1
FBgn0038186	3R	13854599	13855454	-	856	5	2	43	0	5	4	4	4	8	12	16	26	0	0	0	0	0	0	0	6	0	0	8	0
FBgn0051495	3R	13838240	13839934	-	1695	26	5	49	10	10	9	35	22	23	31	29	35	109	5	28	49	98	41	78	48	59	45	76	80
FBgn0002862	3R	13827151	13828008	-	858	38	16	300	3	29	58	75	45	28	123	131	143	3	35	30	0	0	0	2	64	3	0	44	0
FBgn0038197	3R	14056945	14087978	+	31034	334	169	620	118	296	514	457	239	377	535	690	567	1063	70	283	544	1337	878	786	876	1502	1308	2193	2317
FBgn0038198	3R	14089517	14092425	+	2909	7	2	12	1	3	9	7	0	3	21	7	10	135	6	13	16	98	28	66	32	92	104	109	82
FBgn0038203	3R	14109445	14110823	+	1379	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038206	3R	14122654	14124474	+	1821	93	29	171	47	43	98	108	76	50	116	126	148	1392	120	263	547	2266	1960	1653	1191	4217	3746	5968	5920
FBgn0038210	3R	14162709	14163625	+	917	3	3	54	0	1	13	8	3	4	8	12	9	0	0	0	0	0	0	0	5	0	0	5	0
FBgn0027083	3R	14249043	14259991	-	10949	156	30	153	99	83	102	134	86	90	144	169	294	252	19	110	112	252	128	181	129	53	57	105	110
FBgn0038214	3R	14244804	14245471	-	668	404	119	390	191	204	561	350	297	470	633	916	1097	231	3	136	53	58	15	53	106	20	56	42	54
FBgn0038213	3R	14228018	14229145	-	1128	6	4	80	3	7	18	29	6	15	19	21	7	6	0	2	3	3	4	6	9	7	6	11	2
FBgn0027563	3R	14225098	14226762	-	1665	6	0	5	1	2	7	1	2	9	10	5	7	12	1	1	4	46	41	23	10	38	57	55	57
FBgn0053329	3R	14222074	14224155	-	2082	11	0	5	7	13	26	11	19	32	67	30	84	105	15	9	43	250	188	226	139	345	362	443	383
FBgn0053109	3R	14220560	14221584	-	1025	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	4	3	1	0	4
FBgn0051326	3R	14218136	14220205	-	2070	18	3	11	7	37	24	51	23	32	80	50	128	34	3	4	4	10	5	10	7	12	19	15	10
FBgn0038211	3R	14215459	14217882	-	2424	2	0	1	3	1	8	4	5	1	3	3	18	5	0	0	1	1	1	4	3	2	1	2	1
FBgn0011582	3R	14165379	14214810	-	49432	58	20	63	24	28	50	37	30	28	50	46	71	62	61	53	13	61	46	50	70	36	32	31	29
FBgn0051327	3R	14157560	14160278	-	2719	17	10	206	2	17	43	32	14	30	68	68	57	0	4	0	0	0	0	0	38	0	0	32	0
FBgn0051533	3R	14154728	14157431	-	2704	15	7	119	1	10	36	28	9	18	53	43	60	0	0	1	0	0	0	0	29	1	0	27	0
FBgn0038209	3R	14152885	14153829	-	945	2	0	43	0	4	15	5	3	3	6	8	16	0	0	0	0	0	0	0	5	2	0	3	0
FBgn0038208	3R	14148508	14151940	-	3433	43	20	479	2	49	90	71	37	83	166	137	157	1	17	3	1	1	0	1	89	2	0	80	1
FBgn0038207	3R	14130680	14132072	-	1393	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	0	1	2	1	0	0	1
FBgn0010340	3R	14124163	14125548	-	1386	110	29	128	63	61	82	105	84	84	81	120	173	232	24	94	110	209	133	147	139	171	160	355	308
FBgn0020510	3R	14119262	14122420	-	3159	271	88	547	145	202	324	330	255	244	402	568	601	1735	143	434	1090	3456	2097	2066	1487	3415	2597	4568	4706
FBgn0038205	3R	14112451	14118450	-	6000	5	2	9	3	6	2	5	4	1	5	9	13	4	2	1	1	5	1	7	4	3	1	6	11
FBgn0038204	3R	14111151	14112166	-	1016	14	2	15	1	3	0	4	6	3	9	21	23	1	0	0	0	2	0	0	10	0	0	0	1
FBgn0038202	3R	14104488	14108321	-	3834	6	3	67	2	8	9	18	7	8	24	15	30	4	1	0	3	2	1	0	13	0	0	18	1
FBgn0038200	3R	14097293	14098080	-	788	69	25	571	4	69	89	111	35	73	203	162	241	0	44	1	0	0	0	0	91	1	0	102	0
FBgn0038199	3R	14092504	14096835	-	4332	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	2	1	0	1	2
FBgn0011971	3R	14044525	14044606	-	82	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBgn0038219	3R	14262387	14263367	+	981	1	3	28	0	5	15	5	1	4	4	10	5	0	0	0	0	0	0	1	5	0	0	4	1
FBgn0038221	3R	14302428	14304458	+	2031	13	0	2	3	15	8	17	2	5	4	8	8	8	4	4	2	16	2	3	9	1	2	1	1
FBgn0004855	3R	14309089	14310178	+	1090	136	52	176	74	83	140	143	114	100	137	192	260	446	47	120	166	335	126	192	138	76	79	151	126
FBgn0051321	3R	14310362	14314412	+	4051	0	2	9	2	1	3	3	0	2	3	2	7	172	1	49	87	149	1	221	103	15	4	21	6
FBgn0013767	3R	14314854	14315716	+	863	0	0	1	0	1	0	0	0	1	0	1	2	0	2	0	0	1	0	4	0	0	0	0	0
FBgn0011474	3R	14316038	14320494	+	4457	164	55	279	108	127	144	198	181	126	195	306	387	752	36	217	492	1099	439	605	470	247	251	406	419
FBgn0038224	3R	14326947	14327735	+	789	3132	780	2758	1938	1562	2843	3001	2372	1650	2367	3412	4525	6105	753	2411	1883	4286	1690	3006	2283	1315	1295	2211	1806
FBgn0003480	3R	14328051	14329608	+	1558	7	5	16	7	5	6	4	3	4	9	21	22	55	6	19	33	64	31	28	22	16	2	26	19
FBgn0038225	3R	14380663	14381699	-	1037	22	12	191	2	22	29	46	25	18	65	62	68	0	4	0	0	1	0	0	43	0	0	26	0
FBgn0024321	3R	14329413	14372951	-	43539	41	7	160	11	27	25	53	27	30	87	69	156	222	50	45	134	626	458	382	393	816	558	879	953
FBgn0051320	3R	14358356	14361786	-	3431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038223	3R	14320191	14326689	-	6499	131	42	306	55	78	96	146	114	82	167	210	273	263	19	56	178	399	216	216	268	226	193	376	333
FBgn0003567	3R	14304455	14308589	-	4135	237	111	479	138	189	328	368	248	233	359	528	515	1292	111	385	812	2045	794	1187	799	502	481	925	900
FBgn0038218	3R	14261391	14262418	-	1028	3	3	33	0	4	8	7	1	2	8	12	10	0	0	0	0	0	0	0	3	0	0	5	0
FBgn0038217	3R	14260208	14261213	-	1006	5	4	54	0	3	22	18	3	12	23	22	15	0	2	0	0	0	0	0	14	0	0	3	0
FBgn0038234	3R	14511838	14512691	+	854	108	25	126	88	51	91	128	78	52	74	114	240	271	36	105	135	243	107	197	110	91	70	163	132
FBgn0038236	3R	14521049	14523064	+	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038239	3R	14560935	14561521	+	587	6	1	0	0	19	7	11	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0
FBgn0038240	3R	14562340	14562845	+	506	2	0	0	13	4	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0038242	3R	14565927	14566513	+	587	66	3	3	209	26	31	72	7	0	1	10	8	4	0	3	0	2	1	2	2	0	0	0	0
FBgn0020299	3R	14577217	14608079	+	30863	11	8	44	12	12	25	24	10	7	32	23	30	53	6	19	26	51	23	41	15	12	60	7	9
FBgn0038246	3R	14609642	14618987	+	9346	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
FBgn0013981	3R	14625755	14626614	+	860	496	148	667	281	269	582	615	498	325	498	719	960	2700	311	839	1108	2430	1049	1903	997	697	548	1164	1001
FBgn0038247	3R	14630478	14641776	+	11299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038250	3R	14657447	14659228	+	1782	605	185	785	354	431	1080	865	890	535	794	1187	1170	3153	214	1061	1165	2836	937	1781	926	215	210	356	272
FBgn0038251	3R	14659438	14661177	+	1740	72	19	205	26	68	55	102	55	52	103	123	167	193	20	63	115	240	114	165	132	61	52	113	80
FBgn0038252	3R	14663450	14664822	+	1373	55	25	250	6	40	32	77	48	27	115	125	178	3	8	2	0	5	0	0	38	2	0	36	0
FBgn0025808	3R	14661176	14663197	-	2022	36	11	62	11	28	27	39	19	12	39	60	89	94	12	26	57	148	58	88	80	61	41	73	89
FBgn0038248	3R	14626676	14642563	-	15888	143	47	1123	24	120	128	204	106	183	423	379	516	4	36	7	5	8	2	2	219	8	1	129	8
FBgn0003169	3R	14619030	14625703	-	6674	243	89	453	130	192	352	349	203	200	331	417	500	499	34	168	235	467	262	297	309	167	150	301	245
FBgn0038244	3R	14570472	14575887	-	5416	541	136	736	238	331	543	557	457	363	523	683	805	1360	99	437	724	1665	769	1003	785	613	479	848	872
FBgn0004629	3R	14569103	14569644	-	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038243	3R	14567611	14568847	-	1237	42	8	105	37	33	81	54	30	35	64	60	56	449	67	151	279	671	334	562	276	325	264	488	454
FBgn0051313	3R	14566432	14567429	-	998	2595	1023	15219	4627	8270	7479	3654	8678	3997	3300	3557	4851	5256	218	2137	333	1437	247	1248	9238	454	264	471	135
FBgn0038241	3R	14564323	14564805	-	483	47	13	0	108	14	18	64	5	0	9	7	1	1	0	0	0	0	0	0	0	1	0	0	1
FBgn0038238	3R	14559166	14560054	-	889	0	0	2	0	2	0	1	0	0	0	0	0	1	0	0	0	3	0	2	1	0	0	0	0
FBgn0038237	3R	14513901	14558304	-	44404	89	38	171	78	67	135	118	106	87	118	181	172	274	21	79	126	283	98	172	147	13	19	27	30
FBgn0038235	3R	14512639	14513637	-	999	46	17	86	18	36	58	62	65	37	60	62	99	177	18	51	88	177	64	158	63	50	40	99	108
FBgn0038233	3R	14509049	14511712	-	2664	96	40	188	42	68	105	122	67	72	114	157	199	201	25	59	84	204	86	159	114	115	121	165	185
FBgn0038260	3R	14796305	14798474	+	2170	4	0	6	5	1	7	2	0	3	5	3	1	31	8	9	7	31	12	24	14	10	6	23	20
FBgn0038261	3R	14798986	14801163	+	2178	6	4	2	3	1	2	2	6	0	1	0	5	19	8	1	9	24	4	14	12	7	1	9	7
FBgn0038262	3R	14801773	14804342	+	2570	3	0	5	8	6	7	0	22	3	8	0	2	8	25	5	8	47	15	7	5	2	1	15	0
FBgn0038266	3R	14845043	14846737	+	1695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038268	3R	14879457	14882631	+	3175	45	21	78	26	44	82	84	57	31	76	90	101	170	9	41	78	164	85	122	87	79	60	123	124
FBgn0067628	3R	14886456	14887739	+	1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0067629	3R	14886456	14889146	+	2691	58	15	103	27	46	64	59	74	42	79	82	116	141	16	54	66	148	57	100	85	67	65	93	91
FBgn0038271	3R	14890231	14892387	+	2157	8396	1709	6410	5628	3550	6444	7443	5686	3809	5625	8412	11043	10987	1528	4838	3652	8072	3571	5897	5583	2929	2778	4557	3954
FBgn0038273	3R	14894784	14896446	+	1663	2	1	3	3	2	3	2	5	2	2	4	8	15	0	1	7	8	6	11	6	0	1	1	4
FBgn0038275	3R	14898739	14899617	+	879	151	47	189	129	106	201	237	201	97	149	180	337	567	51	173	272	499	186	362	241	137	117	230	195
FBgn0038279	3R	14918628	14923083	+	4456	3	3	17	2	1	0	4	3	1	5	5	13	7	0	0	1	2	0	0	9	0	0	1	1
FBgn0028662	3R	14902330	14904061	-	1732	483	136	963	330	298	602	664	560	373	598	698	947	2880	572	798	1619	3853	2083	2236	2032	1817	1449	2571	2424
FBgn0038277	3R	14900432	14901563	-	1132	282	36	459	98	101	37	220	226	78	257	412	639	132	16	4	4	7	3	5	239	2	2	64	14
FBgn0038274	3R	14895703	14898372	-	2670	111	34	170	43	81	108	142	85	60	123	147	236	352	13	137	178	368	190	247	130	119	112	203	193
FBgn0038272	3R	14892392	14893954	-	1563	178	67	274	93	102	230	224	162	123	212	305	303	779	68	255	354	832	317	541	351	231	185	345	324
FBgn0004597	3R	14889004	14890205	-	1202	55	17	68	18	25	40	52	49	28	45	66	89	277	28	78	133	309	152	195	133	137	113	246	191
FBgn0038269	3R	14882498	14886246	-	3749	336	98	680	143	217	327	453	303	209	361	421	605	695	27	272	449	872	369	617	448	253	178	392	333
FBgn0038258	3R	14751748	14754460	-	2713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038257	3R	14745901	14751246	-	5346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0011217	3R	14732414	14741319	-	8906	2925	1079	4545	1140	2231	3626	3667	1991	2255	3328	4472	5043	9258	668	2446	4480	11266	5376	6570	5099	5590	5341	9269	9401
FBgn0038256	3R	14724760	14731509	-	6750	416	81	380	228	273	392	372	412	204	372	502	869	1029	54	402	434	1078	463	787	477	449	342	713	628
FBgn0038280	3R	15014770	15016034	+	1265	12	7	110	0	10	20	16	12	22	39	38	41	0	1	0	0	0	0	0	9	0	0	8	0
FBgn0038281	3R	15037366	15038149	+	784	5	6	42	0	7	21	14	5	5	9	17	26	0	0	0	0	0	0	0	5	0	0	5	0
FBgn0038291	3R	15137148	15139007	+	1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038292	3R	15139958	15141715	+	1758	20	0	14	15	18	22	16	20	10	18	35	29	80	14	8	34	18	170	9	442	10	2	1	2
FBgn0038296	3R	15191058	15196210	-	5153	74	16	396	11	38	49	93	39	61	169	153	196	37	11	10	22	43	16	18	113	10	8	69	15
FBgn0038294	3R	15170625	15181510	-	10886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038290	3R	15135138	15137004	-	1867	2628	470	2036	1538	1300	2135	1776	1792	1269	1542	2313	4008	1462	18	969	273	201	29	319	687	36	77	70	83
FBgn0038286	3R	15079320	15095631	-	16312	907	217	945	330	439	900	849	566	493	661	923	1145	1400	127	474	670	1473	658	906	821	443	385	630	612
FBgn0038285	3R	15078530	15079285	-	756	6	0	1	0	1	7	0	0	1	0	1	0	0	0	0	1	0	2	1	1	0	0	1	1
FBgn0038300	3R	15209204	15211347	+	2144	56	24	78	25	24	87	75	74	54	80	81	83	254	27	71	142	345	152	186	137	121	86	143	170
FBgn0038302	3R	15213974	15214845	+	872	107	9	80	58	43	94	71	57	56	63	84	148	98	12	45	16	42	10	28	46	8	6	20	15
FBgn0038304	3R	15219256	15222371	+	3116	241	80	340	99	120	206	249	166	142	249	354	378	446	26	138	227	567	218	346	314	244	180	347	383
FBgn0038307	3R	15229665	15230516	+	852	253	57	194	173	128	163	272	171	94	150	207	414	548	76	205	236	457	209	297	263	170	117	233	225
FBgn0014879	3R	15263552	15265253	+	1702	413	134	572	259	334	413	583	476	297	480	593	950	2306	184	671	1139	2312	979	1623	863	580	506	1038	938
FBgn0016691	3R	15265591	15266690	+	1100	4569	926	3418	3225	1754	3734	4269	3358	2068	3176	4963	6279	9064	1526	3844	2678	6077	2457	4626	3573	1724	1721	2946	2405
FBgn0038312	3R	15268662	15270532	+	1871	70	60	317	32	120	159	191	94	97	196	307	183	127	28	62	41	114	38	67	117	18	12	26	31
FBgn0038313	3R	15275522	15276474	+	953	21	13	58	14	23	32	27	35	17	26	34	44	98	20	34	49	87	31	80	38	26	31	52	51
FBgn0004117	3R	15310193	15315197	+	5005	5	8	151	70	13	14	18	7	120	92	43	18	8992	887	3174	3531	15197	2546	16034	4485	1093	290	971	510
FBgn0038315	3R	15316471	15318285	+	1815	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	3	0	0	0	0	0	0	0
FBgn0026441	3R	15320756	15325279	+	4524	250	100	543	111	177	248	304	238	176	283	324	541	724	68	228	506	1172	495	669	447	414	310	630	569
FBgn0000533	3R	15328729	15330408	+	1680	15	16	11	11	1	3	28	5	19	23	11	10	104	4	40	41	100	11	71	48	5	4	5	1
FBgn0038319	3R	15330738	15331588	+	851	288	62	309	173	157	237	292	227	151	206	307	473	875	107	269	270	662	274	442	284	165	188	278	261
FBgn0038320	3R	15333266	15338365	+	5100	304	95	527	141	194	264	349	306	263	400	496	695	3663	211	1058	2527	6890	3860	3923	2927	5892	4477	8189	9035
FBgn0021750	3R	15340667	15343218	+	2552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0051301	3R	15346205	15348012	+	1808	248	109	390	128	160	279	320	230	166	278	373	519	1112	104	323	598	1127	463	754	523	333	279	574	452
FBgn0038324	3R	15351225	15353926	+	2702	15	5	21	8	10	16	22	14	9	19	23	43	114	6	20	67	151	76	94	68	54	31	64	72
FBgn0038326	3R	15357229	15359263	+	2035	703	191	700	374	352	548	752	503	395	602	737	1086	1312	64	479	488	1002	374	674	409	191	200	361	266
FBgn0038327	3R	15361692	15362850	+	1159	77	29	173	34	60	80	129	81	55	88	133	206	380	24	137	177	391	157	251	164	136	104	243	215
FBgn0038331	3R	15371957	15374237	+	2281	109	33	263	54	76	118	158	78	75	162	224	256	462	62	124	213	475	248	305	250	265	237	471	471
FBgn0041188	3R	15408423	15417277	+	8855	776	264	1465	330	514	732	799	592	616	1059	1232	1585	2325	192	631	1648	4516	2810	2608	2357	3622	2865	4491	4608
FBgn0038339	3R	15421108	15434738	-	13631	2	0	4	0	0	1	2	3	1	0	3	1	1	1	0	1	8	3	3	3	10	3	5	15
FBgn0038337	3R	15402598	15407070	-	4473	70	5	127	42	0	3	0	0	86	263	0	3	15	2	4	8	77	3	18	8	3	0	1	0
FBgn0038334	3R	15381407	15382951	-	1545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038332	3R	15370036	15372212	-	2177	11	4	40	7	14	13	32	25	16	26	32	45	76	6	14	31	95	25	58	33	28	16	42	32
FBgn0038330	3R	15367816	15369945	-	2130	30	13	80	5	9	12	30	19	16	52	48	80	8	3	4	7	19	10	6	17	8	3	16	5
FBgn0026737	3R	15362796	15363857	-	1062	44	15	74	27	27	55	61	46	37	60	60	106	207	30	46	105	229	105	154	101	70	94	141	120
FBgn0026634	3R	15358481	15361657	-	3177	130	30	284	60	75	121	157	119	87	161	213	253	478	40	124	238	548	239	359	247	220	179	395	327
FBgn0038325	3R	15353720	15356924	-	3205	63	30	109	40	56	82	192	85	69	113	141	125	243	24	68	133	326	163	242	166	132	106	211	205
FBgn0019925	3R	15343653	15346176	-	2524	2984	1192	4563	1274	2255	4482	4453	3306	2406	3583	5561	5637	5879	265	2300	1926	4014	1563	2707	3057	1046	899	1789	1693
FBgn0038321	3R	15337908	15343256	-	5349	13	1	31	6	11	23	15	11	14	20	16	22	108	15	21	23	95	54	73	84	23	16	38	19
FBgn0013269	3R	15331584	15333133	-	1550	1619	578	1880	999	1171	1946	2318	1976	817	1341	1598	3173	6643	530	2300	3777	7035	2949	5290	2875	1773	1353	3486	2942
FBgn0038318	3R	15325325	15328269	-	2945	182	74	222	94	147	201	145	198	115	145	241	303	2426	180	690	1626	4187	1786	2233	1437	1306	1095	1898	1904
FBgn0038316	3R	15318203	15320069	-	1867	89	19	161	34	49	101	121	79	51	97	133	149	353	34	91	218	439	230	296	197	176	180	273	214
FBgn0011476	3R	15277981	15278668	-	688	83	10	64	46	30	40	72	48	40	43	61	100	160	27	64	66	140	62	128	62	68	46	104	86
FBgn0027378	3R	15276440	15278109	-	1670	160	49	203	63	90	168	213	123	124	162	209	263	578	67	208	286	695	330	483	270	251	214	365	349
